Team,Week,PositiveRatio,NegativeRatio,TotalComments
Tennessee Titans,Week 15,0.6121794871794872,0.3878205128205128,624
Washington Commanders,Week 15,0.5620437956204379,0.437956204379562,548
Arizona Cardinals,Week 16,0.620715350223547,0.379284649776453,1342
Atlanta Falcons,Week 16,0.6861313868613139,0.3138686131386861,411
Carolina Panthers,Week 16,0.7169230769230769,0.283076923076923,325
Chicago Bears,Week 16,0.5277078085642317,0.4722921914357683,794
Cincinnati Bengals,Week 16,0.531,0.469,1000
Detroit Lions,Week 16,0.6044624746450304,0.3955375253549695,493
Green Bay Packers,Week 16,0.717687074829932,0.282312925170068,588
Houston Texans,Week 16,0.5515759312320917,0.4484240687679083,698
Jacksonville Jaguars,Week 16,0.696969696969697,0.303030303030303,528
Kansas City Chiefs,Week 16,0.71731843575419,0.28268156424581,895
New Orleans Saints,Week 16,0.8663522012578616,0.1336477987421383,636
New York Giants,Week 16,0.5102770330652369,0.4897229669347632,1119
New York Jets,Week 16,0.5418966382338184,0.4581033617661816,1993
Pittsburgh Steelers,Week 16,0.5167652859960552,0.4832347140039448,507
Buffalo Bills,Week 18,0.7272727272727273,0.2727272727272727,396
Chicago Bears,Week 18,0.6078947368421053,0.3921052631578947,380
Cincinnati Bengals,Week 18,0.628968253968254,0.371031746031746,504
Indianapolis Colts,Week 18,0.6477272727272727,0.3522727272727273,176
Kansas City Chiefs,Week 18,0.6062322946175638,0.3937677053824363,353
New England Patriots,Week 18,0.5604395604395604,0.4395604395604395,455
New Orleans Saints,Week 18,0.6210045662100456,0.3789954337899543,219
San Francisco 49ers,Week 18,0.4473208910295003,0.5526791089704997,1661
Washington Commanders,Week 18,0.7484909456740443,0.2515090543259557,497
Buffalo Bills,WIld Card,0.7367280606717227,0.2632719393282773,923
Denver Broncos,WIld Card,0.6765873015873016,0.3234126984126984,1008
Los Angeles Chargers,WIld Card,0.5441176470588235,0.4558823529411764,816
Los Angeles Rams,WIld Card,0.6084507042253521,0.3915492957746478,355
Minnesota Vikings,WIld Card,0.5864570737605804,0.4135429262394196,827
Philadelphia Eagles,WIld Card,0.6348448687350835,0.3651551312649164,419
New York Giants,Week 2,0.4592074592074592,0.5407925407925408,429
Arizona Cardinals,Week 3,0.2057460611677479,0.794253938832252,1079
Dallas Cowboys,Week 3,0.4662162162162162,0.5337837837837838,444
Green Bay Packers,Week 4,0.6046511627906976,0.3953488372093023,430
Los Angeles Rams,Week 4,0.4380403458213256,0.5619596541786743,347
Cleveland Browns,Week 5,0.3069873997709049,0.693012600229095,873
San Francisco 49ers,Week 6,0.5466321243523317,0.4533678756476684,772
Baltimore Ravens,Week 7,0.6929061784897025,0.3070938215102974,2185
Buffalo Bills,Week 7,0.7145328719723183,0.2854671280276816,578
Cincinnati Bengals,Week 8,0.4989473684210526,0.5010526315789474,475
Jacksonville Jaguars,Week 8,0.580441640378549,0.4195583596214511,634
Washington Commanders,Week 8,0.6846652267818575,0.3153347732181425,463
Dallas Cowboys,Week 9,0.5373493975903615,0.4626506024096385,830
Detroit Lions,Week 9,0.5106382978723404,0.4893617021276595,329
New Orleans Saints,Week 9,0.46,0.54,100
New York Jets,Week 9,0.6510067114093959,0.348993288590604,447
Seattle Seahawks,Week 9,0.427304964539007,0.5726950354609929,564
Los Angeles Chargers,Week 12,0.6015625,0.3984375,896
Los Angeles Rams,Week 12,0.5454545454545454,0.4545454545454545,451
Miami Dolphins,Week 12,0.4970588235294118,0.5029411764705882,340
Tampa Bay Buccaneers,Week 12,0.8627659574468085,0.1372340425531915,940
Chicago Bears,Week 13,0.4084880636604774,0.5915119363395226,377
Indianapolis Colts,Week 13,0.8387543252595155,0.1612456747404844,1445
Tennessee Titans,Week 13,0.5929824561403508,0.4070175438596491,285
San Francisco 49ers,Week 14,0.590343818580834,0.409656181419166,1367
Arizona Cardinals,Week 15,0.6619217081850534,0.3380782918149466,281
Carolina Panthers,Week 15,0.7076648841354723,0.2923351158645276,561
Seattle Seahawks,Week 15,0.7482408131352619,0.2517591868647381,1279
Baltimore Ravens,Week 16,0.6928571428571428,0.3071428571428571,700
Cleveland Browns,Week 16,0.7147688838782412,0.2852311161217587,887
Denver Broncos,Week 16,0.5090817356205852,0.4909182643794147,1982
Indianapolis Colts,Week 16,0.6478599221789884,0.3521400778210117,2056
Los Angeles Rams,Week 16,0.6355555555555555,0.3644444444444444,450
Minnesota Vikings,Week 16,0.7091633466135459,0.2908366533864542,753
Philadelphia Eagles,Week 16,0.4288990825688073,0.5711009174311926,436
San Francisco 49ers,Week 16,0.5587846763540291,0.4412153236459709,757
Baltimore Ravens,Week 18,0.7068965517241379,0.293103448275862,348
Carolina Panthers,Week 18,0.7719298245614035,0.2280701754385964,627
Jacksonville Jaguars,Week 18,0.6592797783933518,0.3407202216066482,361
Minnesota Vikings,Week 18,0.6687224669603524,0.3312775330396476,1135
Philadelphia Eagles,Week 18,0.6025974025974026,0.3974025974025974,385
Pittsburgh Steelers,Week 18,0.5485232067510548,0.4514767932489451,711
Seattle Seahawks,Week 18,0.8782213239009601,0.1217786760990399,1979
Tampa Bay Buccaneers,Week 18,0.5053475935828877,0.4946524064171123,374
Baltimore Ravens,WIld Card,0.7202643171806168,0.2797356828193832,454
Green Bay Packers,WIld Card,0.5915178571428571,0.4084821428571428,448
Green Bay Packers,Week 2,0.7192224622030238,0.2807775377969762,463
New England Patriots,Week 2,0.3549517966695881,0.6450482033304119,1141
New York Jets,Week 2,0.7299813780260708,0.2700186219739292,537
San Francisco 49ers,Week 2,0.5457875457875457,0.4542124542124542,819
Tennessee Titans,Week 2,0.6380832282471627,0.3619167717528373,793
Tennessee Titans,Week 3,0.3875326939843069,0.6124673060156931,2294
Atlanta Falcons,Week 4,0.5879629629629629,0.412037037037037,432
Buffalo Bills,Week 4,0.5338078291814946,0.4661921708185053,562
New York Jets,Week 4,0.3898305084745763,0.6101694915254238,472
Seattle Seahawks,Week 4,0.6201550387596899,0.3798449612403101,516
Tampa Bay Buccaneers,Week 4,0.6588785046728972,0.3411214953271028,214
Carolina Panthers,Week 5,0.5375268048606148,0.4624731951393853,1399
Dallas Cowboys,Week 5,0.7847427557658191,0.2152572442341809,1691
Los Angeles Rams,Week 5,0.7188823031329382,0.2811176968670618,1181
Minnesota Vikings,Week 5,0.5399201596806387,0.4600798403193613,1002
Buffalo Bills,Week 6,0.4969879518072289,0.5030120481927711,332
Cincinnati Bengals,Week 6,0.575107296137339,0.4248927038626609,1398
Cleveland Browns,Week 6,0.5537190082644629,0.4462809917355372,363
Dallas Cowboys,Week 6,0.4519867549668874,0.5480132450331126,604
New England Patriots,Week 6,0.7100694444444444,0.2899305555555556,576
Philadelphia Eagles,Week 6,0.6171171171171171,0.3828828828828828,444
Washington Commanders,Week 6,0.7485217391304347,0.2514782608695652,2875
Cincinnati Bengals,Week 7,0.7401913875598086,0.2598086124401914,2090
Washington Commanders,Week 7,0.8927789934354485,0.1072210065645514,1371
Carolina Panthers,Week 8,0.7808219178082192,0.2191780821917808,949
Cleveland Browns,Week 8,0.604089219330855,0.395910780669145,538
Green Bay Packers,Week 8,0.7658730158730159,0.2341269841269841,504
New York Jets,Week 8,0.373134328358209,0.6268656716417911,402
Atlanta Falcons,Week 9,0.7438271604938271,0.2561728395061728,324
Carolina Panthers,Week 9,0.7019230769230769,0.2980769230769231,520
Kansas City Chiefs,Week 9,0.5521126760563381,0.447887323943662,710
Los Angeles Rams,Week 9,0.6580310880829016,0.3419689119170984,193
Tennessee Titans,Week 9,0.3910614525139664,0.6089385474860335,895
Arizona Cardinals,Week 10,0.6990291262135923,0.3009708737864077,103
New Orleans Saints,Week 10,0.4660894660894661,0.5339105339105339,693
Tampa Bay Buccaneers,Week 10,0.5269360269360269,0.4730639730639731,594
Jacksonville Jaguars,Week 11,0.4690346083788707,0.5309653916211293,1098
Miami Dolphins,Week 11,0.5045871559633027,0.4954128440366973,327
Minnesota Vikings,Week 11,0.6749236511706821,0.3250763488293179,2947
New England Patriots,Week 11,0.5878623188405797,0.4121376811594203,2208
New Orleans Saints,Week 11,0.6783216783216783,0.3216783216783216,143
Pittsburgh Steelers,Week 11,0.6305343511450382,0.3694656488549618,655
San Francisco 49ers,Week 11,0.4237588652482269,0.5762411347517731,564
New England Patriots,Week 12,0.7982873453853473,0.2017126546146527,1051
San Francisco 49ers,Week 12,0.4894179894179894,0.5105820105820106,756
Washington Commanders,Week 12,0.4698581560283688,0.5301418439716312,564
Atlanta Falcons,Week 13,0.486784140969163,0.513215859030837,454
Dallas Cowboys,Week 13,0.6574074074074074,0.3425925925925926,216
Kansas City Chiefs,Week 13,0.5572390572390572,0.4427609427609427,594
Las Vegas Raiders,Week 13,0.6810551558752997,0.3189448441247002,834
New Orleans Saints,Week 13,0.4728260869565217,0.5271739130434783,368
Philadelphia Eagles,Week 13,0.6455981941309256,0.3544018058690745,443
Pittsburgh Steelers,Week 13,0.7127659574468085,0.2872340425531915,940
Seattle Seahawks,Week 13,0.6526479750778816,0.3473520249221183,642
Tampa Bay Buccaneers,Week 13,0.7849740932642487,0.2150259067357512,772
Atlanta Falcons,Week 14,0.5038759689922481,0.4961240310077519,516
Buffalo Bills,Week 14,0.532258064516129,0.4677419354838709,434
Carolina Panthers,Week 14,0.7454931071049841,0.2545068928950159,943
Cincinnati Bengals,Week 14,0.7300177619893428,0.2699822380106572,563
Cleveland Browns,Week 14,0.3891607075649228,0.6108392924350772,2657
Detroit Lions,Week 14,0.5032051282051282,0.4967948717948718,312
Los Angeles Chargers,Week 14,0.4433198380566802,0.5566801619433198,494
Los Angeles Rams,Week 14,0.5938628158844765,0.4061371841155234,554
Los Angeles Chargers,Week 15,0.5869643500180051,0.4130356499819949,2777
Los Angeles Rams,Week 15,0.6728971962616822,0.3271028037383177,214
New Orleans Saints,Week 15,0.6952380952380952,0.3047619047619048,105
Buffalo Bills,Week 16,0.6123417721518988,0.3876582278481013,632
Dallas Cowboys,Week 16,0.8090646094503375,0.1909353905496625,1037
Las Vegas Raiders,Week 16,0.7299444003177125,0.2700555996822875,1259
Los Angeles Chargers,Week 16,0.7255216693418941,0.2744783306581059,623
Miami Dolphins,Week 16,0.4659090909090909,0.5340909090909091,352
New England Patriots,Week 16,0.4211026615969582,0.5788973384030418,1052
Cleveland Browns,Week 18,0.5376555337262606,0.4623444662737394,1527
Dallas Cowboys,Week 18,0.6845070422535211,0.3154929577464789,355
Denver Broncos,Week 18,0.7140625,0.2859375,640
Detroit Lions,Week 18,0.6418269230769231,0.3581730769230769,416
Green Bay Packers,Week 18,0.4380952380952381,0.5619047619047619,420
Houston Texans,Week 18,0.7435897435897436,0.2564102564102564,78
Las Vegas Raiders,Week 18,0.5531914893617021,0.4468085106382978,235
Los Angeles Chargers,Week 18,0.539622641509434,0.460377358490566,265
Los Angeles Rams,Week 18,0.8612143742255266,0.1387856257744733,807
Miami Dolphins,Week 18,0.5213903743315508,0.4786096256684492,374
New York Giants,Week 18,0.635593220338983,0.3644067796610169,590
New York Jets,Week 18,0.719626168224299,0.2803738317757009,535
Tennessee Titans,Week 18,0.6940639269406392,0.3059360730593607,219
Houston Texans,WIld Card,0.7123287671232876,0.2876712328767123,292
